subdomain,http_status
www.vatican.va,"200"
michele.vatican.va,"Could not resolve host: michele.vatican.va"
w2.vatican.va,"301"
mobile.vatican.va,"301"
owa.vatican.va,"Could not resolve host: owa.vatican.va"
www.email.vatican.va,"Could not resolve host: www.email.vatican.va"
vatican.va,"200"
press.vatican.va,"200"
email.vatican.va,"302"
supportoposta.vatican.va,"200"
rss.vatican.va,"307"
m.vatican.va,"200"
widgets.vatican.va,"403"
posta.vatican.va,"200"
owa.email.vatican.va,"Could not resolve host: owa.email.vatican.va"
mail.email.vatican.va,"Could not resolve host: mail.email.vatican.va"
autodiscover.email.vatican.va,"Could not resolve host: autodiscover.email.vatican.va"
autodiscover.vatican.va,"200"
mail.vatican.va,"Resolving timed out after 3000 milliseconds"
vpn.vatican.va,"Resolving timed out after 3000 milliseconds"
